title,originallink,link,description,pubDate
브이선 '티타늄 <b>틴트 선글라스</b>' 출시…&quot;복고풍이 대세&quot;,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20180601105800848&did=1195m,https://n.news.naver.com/mnews/article/001/0010123039?sid=101,▲ 레트로(복고풍) 룩 아이웨어 전문 브이선(V:SUN)은 고급 소재인 티타늄 프레임 제품을 이용한 '티타늄 <b>틴트 선글라스</b>'를 출시했다고 1일 밝혔다. '티타늄 <b>틴트 선글라스</b>'는 브이선이 새로운 신소재를 통한 다양한 시도와... ,"Fri, 01 Jun 2018 16:29:00 +0900"
"'프리한19' 윤여정 <b>선글라스</b>? 레트로 <b>선글라스</b> 바람, 클립<b>선글라스</b>-<b>틴트</b>...",http://www.sportsq.co.kr/news/articleView.html?idxno=245335,http://www.sportsq.co.kr/news/articleView.html?idxno=245335,'보잉 선글라스'와 '<b>틴트 선글라스</b>'다. 보잉 선글라스는 맥아더 장군 스타일 또는 기사님 스타일로 불렸던 선글라스로 1970년대에 크게 유행했다.   '<b>틴트 선글라스</b>'는 최근 젊은 스타들이 착용하면서 대세로 굳어진... ,"Tue, 04 Jul 2017 20:40:00 +0900"
[스타일 기획] <b>틴트 선글라스</b> 컬러 사용법,http://sports.chosun.com/news/ntype.htm?id=201704180100152950011015&servicedate=20170417,https://m.entertain.naver.com/article/076/0003079574,"사진출처=이동휘 인스타그램▶ '그린 <b>틴트 선글라스</b>' 눈을 편안하게 느끼게 해주는 그린 컬러는 장파장의 광선을 차단하여 망막, 시신경 등을 보호하며 장시간 야외에 있을 시 착용하면 좋다는 장점이 있다. 여성일 경우... ","Mon, 17 Apr 2017 07:32:00 +0900"
나에게 어울리는 &quot;<b>틴트</b>&quot; <b>선글라스</b> 골라 봐~,http://www.gukjenews.com/news/articleView.html?idxno=689067,http://www.gukjenews.com/news/articleView.html?idxno=689067,2017년 S/S 선글라스의 복고스타일 유행으로 <b>틴트선글라스</b>의 인기가 예상되면서 롯데백화점 광복점 ‘마인드마스터’에서 고객이 제품을 살펴보고 있다/제공=롯데백화점 (부산=국제뉴스) 김옥빈 기자 = 지난 몇 년간... ,"Tue, 11 Apr 2017 13:09:00 +0900"
「마스카」 봄 맞이 신상 <b>틴트 선글라스</b> 출시,http://www.fashionbiz.co.kr/AT/?cate=2&recom=2&idx=159860,http://www.fashionbiz.co.kr/AT/?cate=2&recom=2&idx=159860,최근 눈이 비치는 투명한 렌즈에 살포시 컬러가 들어간 틴트안경과 <b>틴트선글라스</b>가 인기를 끌고 있다. &lt;이미지 출처: 「마스카」 홈페이지&gt; 이러한 패션 트렌드에 맞춰 트렌드를 발빠르게 리드하는 아이웨어 브랜드... ,"Wed, 05 Apr 2017 11:51:00 +0900"
&quot;핫한 '<b>틴트 선글라스</b>' 알뜰하게 쇼핑하세요&quot;,http://www.hidomin.com/news/articleView.html?idxno=359540,http://www.hidomin.com/news/articleView.html?idxno=359540,"본격 여름철이 다가오고 있는 가운데 올해에는 파스텔 톤의 렌즈로 눈동자가 훤히 보이는 '<b>틴트 선글라스</b>'가 인기를 끌고 있다. 롯데백화점 대구점에 따르면 <b>틴트 선글라스</b>는 눈동자가 보여 답답해 보이지 않고, 렌즈... ","Thu, 31 May 2018 00:14:00 +0900"
요즘 유행하는 선글라스는? 물처럼 투명한 <b>틴트 선글라스</b>,http://news.mk.co.kr/newsRead.php?year=2018&no=329357,https://n.news.naver.com/mnews/article/009/0004156395?sid=103,"올해는 눈이 훤히 비치는, 옅은 색 렌즈의 ‘<b>틴트 선글라스</b>’가 유행이다. 옅은 컬러의 선글라스는 일상적으로 착용하기에 부담이 덜하다. 날이 갈수록 심해지는 미세먼지와 꽃가루 등으로부터 눈을 보호하기도 좋다.... ","Thu, 24 May 2018 14:46:00 +0900"
"라코스테, 코스모폴리탄 6월호 통해 여름필수템 '<b>틴트 선글라스</b>' 공개",http://www.xportsnews.com/?ac=article_view&entry_id=977877,https://n.news.naver.com/mnews/article/311/0000857632?sid=103,지난해 미러 선글라스에 이어 올해에는 파스텔 톤의 렌즈로 눈동자가 훤히 보이는 <b>틴트 선글라스</b>가 대세다. 이에 프랑스 프리미엄 캐주얼 브랜드 라코스테(LACOSTE)에서 출시한 여름 필수템 '<b>틴트 선글라스</b>'가 주목을... ,"Wed, 23 May 2018 16:06:00 +0900"
올여름 유행 '<b>틴트 선글라스</b>'…눈 건강 해칠 수 있어요,http://www.mbn.co.kr/pages/vod/programView.mbn?bcastSeqNo=1183019,https://n.news.naver.com/mnews/article/057/0001249893?sid=102,빨강이나 파랑처럼 다양한 색상의 렌즈를 사용한 이른바 '<b>틴트 선글라스</b>'가 유행입니다. 그런데 지나치게 화려한 색상의 렌즈는 오히려 눈 건강을 해칠 수 있다고 합니다. 이수아 기자입니다. 【 기자 】 햇빛이... ,"Mon, 14 May 2018 20:06:00 +0900"
90년대 복고 패션?…트렌디한 '<b>틴트 선글라스</b>' 아시나요?,http://www.mt.co.kr/view/mtview.php?type=1&no=2017012516043130326&outlink=1,https://n.news.naver.com/mnews/article/008/0003813310?sid=103,"[[스타일사전&lt;44&gt;] 지드래곤·아이린도 썼다…비침·그라데이션·모양 고려해서 선택해] /AFPBBNews=뉴스1 지난 몇년간 복고 패션 열풍이 불면서 90년대 유행했던 색안경, '<b>틴트 선글라스</b>'가 트렌디 아이템으로 떠올랐다.... ","Sun, 29 Jan 2017 10:01:00 +0900"
